,year,name,position,school,ranking,rating,stars,committed_to,recruit_type,height,weight,city,state_province,country,id,athlete_id
4508,2019,Quinn Carroll,OT,Edina Senior,118.0,0.9472,4,Notre Dame,HighSchool,78.0,295.0,Minneapolis,MN,USA,46914,4426436.0
4509,2019,Austin Jones,RB,Bishop O'Dowd,119.0,0.9471,4,Stanford,HighSchool,70.0,195.0,Oakland,CA,USA,46915,4569330.0
4510,2019,John Dunmore,WR,Chaminade-Madonna Prep,120.0,0.9469,4,Penn State,HighSchool,74.0,172.0,Hollywood,FL,USA,46916,4570045.0
4511,2019,Austin Stogner,TE,Prestonwood Christian,121.0,0.9467,4,Oklahoma,HighSchool,78.0,235.0,Plano,TX,USA,46917,4426367.0
4512,2019,Trezmen Marshall,ILB,Clinch County,122.0,0.9464,4,Georgia,HighSchool,72.0,236.0,Homerville,GA,USA,46918,4426677.0
4513,2019,Kevin Harris,WDE,Grayson,123.0,0.9463,4,Alabama,HighSchool,76.0,228.0,Loganville,GA,USA,46919,4567122.0
4514,2019,Enokk Vimahi,OG,Kahuku,124.0,0.9445,4,Ohio State,HighSchool,76.5,263.0,Kahuku,HI,USA,46920,4426451.0
4515,2019,Branson Bragg,OC,Crandall,125.0,0.9444,4,Stanford,HighSchool,76.0,308.0,Crandall,TX,USA,46921,4427005.0
4516,2019,Trent McDuffie,CB,St. John Bosco,126.0,0.9442,4,Washington,HighSchool,71.0,187.0,Bellflower,CA,USA,46922,4426405.0
4517,2019,Marcus Banks,CB,Dekaney,127.0,0.9441,4,Alabama,HighSchool,72.0,166.0,Houston,TX,USA,46923,4567109.0
4518,2019,Laiatu Latu,WDE,Jesuit,128.0,0.9435,4,Washington,HighSchool,76.0,272.0,Carmichael,CA,USA,46924,4426473.0
4519,2019,Maurice Hampton,CB,Memphis University School,129.0,0.9432,4,LSU,HighSchool,72.0,205.0,Memphis,TN,USA,46925,4568005.0
4520,2019,Sheridan Jones,CB,Maury,130.0,0.9429,4,Clemson,HighSchool,73.0,175.0,Norfolk,VA,USA,46926,4426390.0
4521,2019,Kenyatta Watson II,CB,Grayson,131.0,0.9427,4,Texas,HighSchool,74.0,182.0,Loganville,GA,USA,46927,4426710.0
4522,2019,Hudson Henry,TE,Pulaski Academy,132.0,0.9423,4,Arkansas,HighSchool,77.0,230.0,Little Rock,AR,USA,46928,4567185.0
4523,2019,Zion Puckett,S,Spalding,133.0,0.942,4,Auburn,HighSchool,72.0,200.0,Griffin,GA,USA,46929,4567220.0
4524,2019,Joseph Anderson,SDE,Oakland,134.0,0.9412,4,South Carolina,HighSchool,76.0,268.0,Murfreesboro,TN,USA,46930,4570681.0
4525,2019,Lance Wilhoite,WR,Franklin Road Academy,135.0,0.9412,4,Oregon,HighSchool,74.5,186.0,Nashville,TN,USA,46931,4426731.0
4526,2019,Puka Nacua,WR,Orem,136.0,0.9404,4,Washington,HighSchool,74.0,190.0,Orem,UT,USA,46932,4426515.0
4527,2019,Tyler Davis,DT,Wekiva,137.0,0.9401,4,Clemson,HighSchool,73.0,293.0,Apopka,FL,USA,46933,4568217.0
4528,2019,Siaki Ika,DT,East,138.0,0.94,4,LSU,HighSchool,74.5,372.0,Salt Lake City,UT,USA,46934,4426440.0
4529,2019,Tyrion Davis,RB,Southern University Lab School,139.0,0.9399,4,LSU,HighSchool,73.0,235.0,Baton Rouge,LA,USA,46935,
4530,2019,Tyrion Davis-Price,RB,Southern University Lab School,139.0,0.9399,4,LSU,HighSchool,73.0,235.0,Baton Rouge,LA,USA,67955,4426475.0
4531,2019,Arjei Henderson,WR,Fort Bend Travis,140.0,0.9395,4,Florida,HighSchool,73.0,183.0,Richmond,TX,USA,46936,
4532,2019,Stephen Herron Jr.,WDE,Trinity,141.0,0.9389,4,Stanford,HighSchool,75.5,238.0,Louisville,KY,USA,46937,4426431.0
4533,2019,Travis Jay,CB,Madison County,142.0,0.9388,4,Florida State,HighSchool,73.0,185.0,Madison,FL,USA,46938,4426429.0
4534,2019,Sean Dollars,APB,Mater Dei,143.0,0.9387,4,Oregon,HighSchool,70.0,185.0,Santa Ana,CA,USA,46939,4426428.0
4535,2019,Keiondre Jones,OG,Callaway,144.0,0.9385,4,Auburn,HighSchool,76.0,341.0,Hogansville,GA,USA,46940,4567232.0
4536,2019,Marcus Washington,WR,Trinity Catholic,145.0,0.9384,4,Texas,HighSchool,74.0,191.0,Saint Louis,MO,USA,46941,4572454.0
4537,2019,Nick Henrich,ILB,Burke,146.0,0.9383,4,Nebraska,HighSchool,76.0,210.0,Omaha,NE,USA,46942,4426511.0
4538,2019,Noa Pola-Gates,CB,Williams Field,147.0,0.9379,4,Nebraska,HighSchool,71.0,165.0,Gilbert,AZ,USA,46943,4426492.0
4539,2019,Derick Hall,WDE,Gulfport,148.0,0.9378,4,Auburn,HighSchool,75.5,216.0,Gulfport,MS,USA,46944,4567226.0
4540,2019,Joseph Charleston,S,Milton,149.0,0.9376,4,Clemson,HighSchool,74.0,190.0,Alpharetta,GA,USA,46945,4427402.0
4541,2019,Cam Smith,CB,Westwood,150.0,0.9366,4,South Carolina,HighSchool,73.0,168.0,Blythewood,SC,USA,67956,4570672.0
4542,2019,Cameron Smith,CB,Westwood,150.0,0.9366,4,South Carolina,HighSchool,73.0,168.0,Blythewood,SC,USA,46946,
4543,2019,Diwun Black,ILB,Osceola,151.0,0.9356,4,Florida,HighSchool,75.5,216.0,Kissimmee,FL,USA,46947,
4544,2019,Isaiah Spiller,RB,Klein Collins,152.0,0.9351,4,Texas A&M,HighSchool,72.5,201.0,Spring,TX,USA,46948,4426891.0
4545,2019,Bryce Benhart,OT,Lakeville North,153.0,0.9349,4,Nebraska,HighSchool,81.0,287.0,Lakeville,MN,USA,46949,4427471.0
4546,2019,Ray Parker,OT,Ruston,154.0,0.9341,4,LSU,HighSchool,77.0,270.0,Ruston,LA,USA,46950,4557330.0
4547,2019,Dannis Jackson,WR,Sumrall,155.0,0.9333,4,Ole Miss,HighSchool,73.0,187.0,Sumrall,MS,USA,46951,4426463.0
4548,2019,Jaylen McCollough,S,Hillgrove,156.0,0.9331,4,Tennessee,HighSchool,72.0,194.0,Powder Springs,GA,USA,46952,4427120.0
4549,2019,Jaquaze Sorrells,DT,Winter Park,157.0,0.9331,4,South Carolina,HighSchool,74.5,310.0,Orlando,FL,USA,46953,4426566.0
4550,2019,King Mwikuta,WDE,Troup County,158.0,0.933,4,Alabama,HighSchool,77.0,240.0,West Point,GA,USA,46954,4567112.0
4551,2019,Donte Starks,ILB,John Ehret,159.0,0.933,4,LSU,HighSchool,73.0,225.0,Marrero,LA,USA,46955,4426416.0
4552,2019,Christian Williams,CB,Daphne,160.0,0.9328,4,Miami,HighSchool,73.0,182.0,Daphne,AL,USA,46956,4568294.0
4553,2019,Bill Norton,SDE,Christian Brothers,161.0,0.9326,4,Georgia,HighSchool,78.0,275.0,Memphis,TN,USA,46957,4426401.0
4554,2019,Jaden Payoute,ATH,Lloyd C. Bird,162.0,0.9326,4,Virginia Tech,HighSchool,74.0,195.0,Chesterfield,VA,USA,46958,4426447.0
4555,2019,Jeremiah Criddell,S,Mater Dei,163.0,0.9325,4,Oklahoma,HighSchool,71.0,188.0,Santa Ana,CA,USA,46959,4426366.0
4556,2019,Braylen Ingraham,SDE,St. Thomas Aquinas,164.0,0.9321,4,Alabama,HighSchool,76.0,260.0,Fort Lauderdale,FL,USA,46960,4567126.0
4557,2019,David Gbenda,ILB,Cinco Ranch,165.0,0.9313,4,Texas,HighSchool,72.0,218.0,Katy,TX,USA,46961,4426398.0
4558,2019,Devonta Lee,ATH,Amite,166.0,0.9312,4,LSU,HighSchool,74.0,212.0,Amite,LA,USA,46962,4426481.0
4559,2019,Dontae Lucas,OG,IMG Academy,167.0,0.931,4,Florida State,HighSchool,75.0,323.0,Miami,FL,USA,46963,4426456.0
4560,2019,Savion Jackson,SDE,Clayton,168.0,0.9309,4,NC State,HighSchool,75.0,260.0,Clayton,NC,USA,46964,4426351.0
4561,2019,Brayden Liebrock,TE,Chandler,169.0,0.9307,4,Texas,HighSchool,77.0,220.0,Chandler,AZ,USA,46965,4427473.0
4562,2019,Bryton Constantin,OLB,University Lab,170.0,0.9304,4,Clemson,HighSchool,74.5,207.0,Baton Rouge,LA,USA,46966,4426404.0
4563,2019,Dylan Morris,PRO,Graham-Kapowsin,171.0,0.9304,4,Washington,HighSchool,73.0,195.0,Graham,WA,USA,46967,4569598.0
4564,2019,Jacob Lacey,DT,South Warren,172.0,0.9304,4,Notre Dame,HighSchool,74.0,285.0,Bowling Green,KY,USA,46968,4570065.0
4565,2019,Stacey Wilkins,OT,Camden Fairview,173.0,0.9298,4,Oklahoma,HighSchool,77.0,284.0,Camden,AR,USA,46969,4430725.0
4566,2019,Nolan Rumler,OG,Archbishop Hoban,174.0,0.9295,4,Michigan,HighSchool,76.0,290.0,Akron,OH,USA,46970,4426439.0
4567,2019,Cornelius Johnson,WR,Brunswick School,175.0,0.9294,4,Michigan,HighSchool,74.0,195.0,Greenwich,CT,USA,46971,4426479.0
4568,2019,Trevor Keegan,OT,Crystal Lake South,176.0,0.9288,4,Michigan,HighSchool,78.0,310.0,Crystal Lake,IL,USA,46972,4427140.0
4569,2019,Darrian Dalcourt,OG,St. Frances Academy,177.0,0.9285,4,Alabama,HighSchool,75.0,290.0,Baltimore,MD,USA,46973,4567132.0
4570,2019,Ty Robinson,SDE,Higley,178.0,0.9284,4,Nebraska,HighSchool,77.0,283.0,Gilbert,AZ,USA,46974,4569586.0
4571,2019,Lance Dixon,OLB,West Bloomfield,179.0,0.9276,4,Penn State,HighSchool,74.0,201.0,West Bloomfield,MI,USA,46975,4427079.0
4572,2019,Taulia Tagovailoa,PRO,Thompson,180.0,0.9269,4,Alabama,HighSchool,71.0,214.0,Alabaster,AL,USA,46976,4567097.0
4573,2019,Sampson James,RB,Avon,181.0,0.9255,4,Indiana,HighSchool,73.0,211.0,Avon,IN,USA,46977,4426469.0
4574,2019,De'Monte Russell,WDE,Provine,182.0,0.9255,4,Mississippi State,HighSchool,76.0,216.0,Jackson,MS,USA,46978,4426413.0
4575,2019,Andrew Kristofic,OT,Pine-Richland,183.0,0.9254,4,Notre Dame,HighSchool,77.0,282.0,Gibsonia,PA,USA,46979,4426468.0
4576,2019,Eric Gray,APB,Lausanne Collegiate School,184.0,0.9244,4,Tennessee,HighSchool,69.5,194.0,Memphis,TN,USA,46980,4570561.0
4577,2019,John Olmstead,OT,Saint Joseph,185.0,0.9242,4,Notre Dame,HighSchool,78.0,300.0,Metuchen,NJ,USA,46981,4426480.0
4578,2019,Max Williams,CB,Junipero Serra,186.0,0.9235,4,USC,HighSchool,68.0,173.0,Gardena,CA,USA,46982,4569515.0
4579,2019,Kenny McIntosh,RB,University School,187.0,0.9233,4,Georgia,HighSchool,72.5,218.0,Fort Lauderdale,FL,USA,46983,4427391.0
4580,2019,Keontra Smith,S,Chaminade-Madonna Prep,188.0,0.9227,4,Miami,HighSchool,71.0,192.0,Hollywood,FL,USA,46984,4426471.0
4581,2019,Woodi Washington,CB,Oakland,189.0,0.9225,4,Oklahoma,HighSchool,71.0,175.0,Murfreesboro,TN,USA,46985,4428797.0
4582,2019,Chris Adimora,S,Mayfair,190.0,0.9218,4,Texas,HighSchool,73.5,192.0,Lakewood,CA,USA,46986,4427494.0
4583,2019,C.J. Clark,DT,North Stanly,191.0,0.9216,4,NC State,HighSchool,75.0,303.0,New London,NC,USA,46987,4427472.0
4584,2019,Joshua Pakola,SDE,St. Francis,192.0,0.9214,4,Stanford,HighSchool,75.0,267.0,Mountain View,CA,USA,46988,4426488.0
4585,2019,Ge'mon Eaford,OLB,Deerfield Beach,193.0,0.9211,4,Oregon,HighSchool,72.0,217.0,Deerfield Beach,FL,USA,46989,4426391.0
4586,2019,Jalen Curry,WR,St Pius X,194.0,0.9209,4,Arizona,HighSchool,74.5,208.0,Houston,TX,USA,46990,4590247.0
4587,2019,Maninoa Tufono,ILB,Punahou,195.0,0.9203,4,USC,HighSchool,75.0,225.0,Honolulu,HI,USA,46991,4426400.0
4588,2019,Makiya Tongue,ATH,University Lab,196.0,0.9194,4,Georgia,HighSchool,74.0,210.0,Baton Rouge,LA,USA,46992,4426382.0
4589,2019,Bryan Hudson,OG,Scott County,197.0,0.9189,4,Virginia Tech,HighSchool,76.0,292.0,Georgetown,KY,USA,46993,4426489.0
4590,2019,Joseph Weté,WDE,Gonzaga,198.0,0.9187,4,Oklahoma,HighSchool,76.0,220.0,Washington,DC,USA,46994,
4591,2019,Daniel Heimuli,ILB,Menlo-Atherton,199.0,0.9187,4,Washington,HighSchool,74.0,225.0,Menlo Park,CA,USA,46995,4427435.0
4592,2019,Jalen Perry,CB,Dacula,200.0,0.9186,4,Michigan,HighSchool,73.0,188.0,Dacula,GA,USA,46996,4426474.0
4593,2019,Josh Delgado,WR,IMG Academy,201.0,0.9182,4,Oregon,HighSchool,71.0,181.0,Bradenton,FL,USA,46997,4426476.0
4594,2019,Quashon Fuller,SDE,Lehigh Senior,202.0,0.9182,4,Florida State,HighSchool,74.5,270.0,Lehigh Acres,FL,USA,46998,4426445.0
4595,2019,Kam Brown,WR,Colleyville Heritage,203.0,0.9182,4,Texas A&M,HighSchool,72.0,170.0,Colleyville,TX,USA,46999,4570683.0
4596,2019,Milton Wright,WR,Christian Academy Of Louisville,204.0,0.918,4,Purdue,HighSchool,75.0,200.0,Louisville,KY,USA,47000,4426504.0
4597,2019,Jaleel McRae,OLB,IMG Academy,205.0,0.918,4,Florida State,HighSchool,74.0,230.0,New Smyrna Beach,FL,USA,47001,4426397.0
4598,2019,Anthony Bradford,OG,Muskegon,206.0,0.9179,4,LSU,HighSchool,77.0,355.0,Muskegon,MI,USA,47002,4429211.0
4599,2019,Avery Huff,OLB,St. Thomas Aquinas,207.0,0.9177,4,Miami,HighSchool,75.0,200.0,Fort Lauderdale,FL,USA,47003,4574755.0
4600,2019,Isaiah Rutherford,CB,Jesuit,208.0,0.9171,4,Notre Dame,HighSchool,72.0,192.0,Carmichael,CA,USA,47004,4428411.0
4601,2019,Grayson Boomer,TE,Collinsville,209.0,0.9169,4,Oklahoma State,HighSchool,77.0,230.0,Collinsville,OK,USA,47005,4426442.0
4602,2019,Jahfari Harvey,WDE,Vero Beach,210.0,0.9165,4,Miami,HighSchool,76.0,225.0,Fort Pierce,FL,USA,47006,4427408.0
4603,2019,Isaiah Foskey,WDE,De La Salle,211.0,0.9164,4,Notre Dame,HighSchool,76.0,233.0,Concord,CA,USA,47007,4426457.0
4604,2019,Osita Ekwonu,ILB,Providence Day School,212.0,0.9163,4,Notre Dame,HighSchool,74.0,220.0,Charlotte,NC,USA,47008,4426433.0
4605,2019,Khafre Brown,WR,West Mecklenburg,213.0,0.9161,4,North Carolina,HighSchool,72.0,176.0,Charlotte,NC,USA,47009,4427331.0
4606,2019,Xavier Truss,OT,Bishop Hendricken,214.0,0.9158,4,Georgia,HighSchool,78.5,316.0,Warwick,RI,USA,47010,4427080.0
4607,2019,Jonathan Mingo,WR,Brandon,215.0,0.9157,4,Ole Miss,HighSchool,74.0,200.0,Brandon,MS,USA,47011,4426485.0
4608,2019,Taisun Phommachanh,DUAL,Avon Old Farms,216.0,0.9156,4,Clemson,HighSchool,75.0,194.0,Bridgeport,CT,USA,47012,4426430.0
4609,2019,Jarrian Jones,S,Northwest Rankin,217.0,0.9147,4,Mississippi State,HighSchool,73.0,185.0,Flowood,MS,USA,47013,4426448.0
4610,2019,Cam'Ron Kelly,ATH,Oscar Smith,218.0,0.9145,4,Auburn,HighSchool,73.0,190.0,Chesapeake,VA,USA,47014,4426466.0
4611,2019,Cam Kelly,ATH,Oscar Smith,218.0,0.9145,4,Auburn,HighSchool,73.0,190.0,Chesapeake,VA,USA,67957,
4612,2019,Josh Calvert,ILB,Oaks Christian,219.0,0.9144,4,Washington,HighSchool,73.0,227.0,Westlake Village,CA,USA,67958,4439846.0
4613,2019,Joshua Calvert,ILB,Oaks Christian,219.0,0.9144,4,Washington,HighSchool,73.5,227.0,Westlake Village,CA,USA,47015,
4614,2019,Derrian Brown,RB,Buford,220.0,0.9139,4,Texas,HighSchool,71.0,188.0,Buford,GA,USA,47016,4426443.0
4615,2019,Kalen DeLoach,OLB,Islands,221.0,0.9138,4,Florida State,HighSchool,72.0,206.0,Savannah,GA,USA,47017,4427291.0
4616,2019,Jaden Davis,CB,St. Thomas Aquinas,222.0,0.9138,4,Oklahoma,HighSchool,69.0,166.0,Fort Lauderdale,FL,USA,47018,4426435.0
4617,2019,Anthony Solomon,OLB,St. Thomas Aquinas,223.0,0.9137,4,Michigan,HighSchool,72.0,190.0,Fort Lauderdale,FL,USA,47019,4426678.0
4618,2019,Isaiah Hazel,WR,Dr. Henry Wise,224.0,0.9134,4,Maryland,HighSchool,73.0,190.0,Upper Marlboro,MD,USA,47020,4426438.0
4619,2019,Deondrick Glass,RB,Katy,225.0,0.9133,4,Oklahoma State,HighSchool,71.0,200.0,Katy,TX,USA,47021,4427203.0
4620,2019,Tyus Fields,CB,William Amos Hough,226.0,0.9131,4,Tennessee,HighSchool,70.0,191.0,Cornelius,NC,USA,47022,4427274.0
4621,2019,Warren McClendon,OT,Brunswick,227.0,0.9131,4,Georgia,HighSchool,76.0,318.0,Brunswick,GA,USA,47023,4426512.0
4622,2019,Trey Knox,WR,Blackman,228.0,0.9129,4,Arkansas,HighSchool,77.0,215.0,Murfreesboro,TN,USA,47024,4567151.0
4623,2019,Max Duggan,DUAL,Lewis Central,229.0,0.9127,4,TCU,HighSchool,74.0,190.0,Council Bluffs,IA,USA,47025,4427105.0
4624,2019,Litchfield Ajavon,S,Episcopal,230.0,0.9126,4,Notre Dame,HighSchool,72.5,189.0,Alexandria,VA,USA,47026,4427470.0
4625,2019,Steele Chambers,ATH,Blessed Trinity Catholic,231.0,0.9126,4,Ohio State,HighSchool,73.0,215.0,Roswell,GA,USA,47027,4426482.0
4626,2019,Jackson Lampley,OG,Montgomery Bell Academy,232.0,0.9124,4,Tennessee,HighSchool,76.0,300.0,Nashville,TN,USA,47028,4426465.0
4627,2019,Anthony Harris,S,Havelock,233.0,0.9123,4,Tennessee,HighSchool,73.5,171.0,Havelock,NC,USA,47029,
4628,2019,Braedon Mowry,WDE,Taylor,234.0,0.9115,4,Texas A&M,HighSchool,76.0,225.0,Katy,TX,USA,47030,
4629,2019,Hank Bachmeier,PRO,Murrieta Valley,235.0,0.9114,4,Boise State,HighSchool,75.0,188.0,Murrieta,CA,USA,47031,4426499.0
4630,2019,Ryland Goede,TE,Kennesaw Mountain,236.0,0.9112,4,Georgia,HighSchool,78.0,240.0,Acworth,GA,USA,47032,4426421.0
4631,2019,Roschon Johnson,DUAL,Port Neches-Groves,237.0,0.9111,4,Texas,HighSchool,73.0,192.0,Port Neches,TX,USA,47033,4426386.0
4632,2019,Garrett Shrader,DUAL,Charlotte Christian,238.0,0.9106,4,Mississippi State,HighSchool,76.5,215.0,Charlotte,NC,USA,47034,4426966.0
4633,2019,Jude Wolfe,TE,St. John Bosco,239.0,0.9106,4,USC,HighSchool,77.5,249.0,Bellflower,CA,USA,47035,4428921.0
4634,2019,Stephon Wright,SDE,Cathedral,240.0,0.9105,4,Arizona State,HighSchool,75.0,260.0,Los Angeles,CA,USA,47036,4430782.0
4635,2019,Chez Mellusi,RB,Naples,241.0,0.9105,4,Clemson,HighSchool,71.0,190.0,Naples,FL,USA,47037,4426409.0
4636,2019,Deyavie Hammond,OG,Lakeland,242.0,0.9104,4,Florida,HighSchool,75.0,353.0,Lakeland,FL,USA,47038,
4637,2019,Lloyd Summerall,WDE,Lakeland,243.0,0.91,4,Florida,HighSchool,77.0,220.0,Lakeland,FL,USA,47039,4567418.0
4638,2019,Keilan Robinson,RB,St. John's College HS,244.0,0.9094,4,Alabama,HighSchool,69.0,184.0,Washington,DC,USA,47040,4567095.0
4639,2019,Marcus Stripling,SDE,Mayde Creek,245.0,0.9093,4,Oklahoma,HighSchool,74.5,260.0,Houston,TX,USA,47041,4428600.0
4640,2019,Patrick Herbert,TE,Sheldon,246.0,0.909,4,Oregon,HighSchool,77.0,225.0,Eugene,OR,USA,47042,4429811.0
4641,2019,Drake London,WR,Moorpark,247.0,0.9087,4,USC,HighSchool,76.0,200.0,Moorpark,CA,USA,47043,4426502.0
4642,2019,Salim Turner-Muhammad,CB,Episcopal,248.0,0.9086,4,Stanford,HighSchool,72.0,170.0,Alexandria,VA,USA,47044,4427260.0
4643,2019,Jashawn Sheffield,ATH,Frederica Academy,249.0,0.9086,4,Auburn,HighSchool,73.0,178.0,Saint Simons Island,GA,USA,47045,4567221.0
4644,2019,Isaiah Hookfin,OT,Dulles,250.0,0.9084,4,Texas,HighSchool,77.0,270.0,Sugar Land,TX,USA,47046,4429852.0
4645,2019,Joshua Harris,DT,Person,251.0,0.9081,4,NC State,HighSchool,74.0,325.0,Roxboro,NC,USA,47047,4568317.0
4646,2019,Tristan Sinclair,OLB,San Ramon Valley,252.0,0.9079,4,Stanford,HighSchool,74.0,202.0,Danville,CA,USA,47048,4428502.0
4647,2019,Darren Jones,WR,Cajon,253.0,0.9076,4,Utah,HighSchool,80.0,185.0,San Bernardino,CA,USA,47049,
4648,2019,DJ Dale,DT,Clay-Chalkville,254.0,0.9076,4,Alabama,HighSchool,75.0,323.0,Pinson,AL,USA,47050,4567140.0
4649,2019,Langston Anderson,WR,Heritage,255.0,0.9072,4,Oklahoma State,HighSchool,74.0,195.0,Midlothian,TX,USA,47051,4426568.0
4650,2019,Beau Robbins,WDE,Carmel,256.0,0.907,4,Indiana,HighSchool,76.0,238.0,Carmel,IN,USA,47052,4427419.0
4651,2019,Luke McCaffrey,ATH,Valor Christian,257.0,0.907,4,Nebraska,HighSchool,74.0,183.0,Littleton,CO,USA,47053,4426948.0
4652,2019,Jestin Jacobs,OLB,Northmont,258.0,0.9069,4,Iowa,HighSchool,75.0,205.0,Clayton,OH,USA,47054,4429888.0
4653,2019,Keyon Ware-Hudson,DT,Mater Dei,259.0,0.9065,4,Oregon,HighSchool,74.0,305.0,Santa Ana,CA,USA,47055,4428788.0
4654,2019,Devin Bush,CB,Edna Karr,260.0,0.9063,4,Arkansas,HighSchool,72.0,190.0,New Orleans,LA,USA,47056,4567159.0
4655,2019,Nay'Quan Wright,RB,Miami Carol City,261.0,0.9061,4,Florida,HighSchool,68.0,188.0,Opa Locka,FL,USA,47057,4567400.0
4656,2019,Colby Bowman,WR,St. John Bosco,262.0,0.9061,4,Stanford,HighSchool,75.0,190.0,Bellflower,CA,USA,47058,4426478.0
4657,2019,Peyton Powell,ATH,Permian,263.0,0.906,4,Baylor,HighSchool,74.0,182.0,Odessa,TX,USA,47059,4426472.0
4658,2019,Jaelin Humphries,DT,Mountain View,264.0,0.9059,4,Florida,HighSchool,75.0,303.0,Lawrenceville,GA,USA,47060,4567411.0
4659,2019,Raymond Woodie III,S,Florida State Univ. School,265.0,0.9059,4,Florida State,HighSchool,73.0,192.0,Tallahassee,FL,USA,47061,4426427.0
4660,2019,Karsen Barnhart,OG,Paw Paw,266.0,0.9057,4,Michigan,HighSchool,76.0,282.0,Paw Paw,MI,USA,47062,4426638.0
4661,2019,EJ Ndoma-Ogar,OG,Allen,267.0,0.9054,4,Oklahoma,HighSchool,75.0,338.0,Allen,TX,USA,47063,
4662,2019,Cade McNamara,PRO,Damonte Ranch,268.0,0.9052,4,Michigan,HighSchool,73.0,206.0,Reno,NV,USA,47064,4427455.0
4663,2019,Tyler Rudolph,S,St. Thomas More,269.0,0.9051,4,Penn State,HighSchool,73.0,205.0,Waterbury,CT,USA,47065,4428398.0
4664,2019,Jacob Zeno,PRO,John Jay,270.0,0.9048,4,Baylor,HighSchool,74.5,188.0,San Antonio,TX,USA,47066,4426417.0
4665,2019,Donavon Greene,WR,Mount Airy,271.0,0.9048,4,Wake Forest,HighSchool,74.0,185.0,Mount Airy,NC,USA,47067,4567033.0
4666,2019,Vonta Bentley,ILB,Jackson-Olin,272.0,0.9045,4,Clemson,HighSchool,72.0,220.0,Birmingham,AL,USA,47068,
4667,2019,Jirehl Brock,RB,Quincy,273.0,0.9045,4,Iowa State,HighSchool,71.0,205.0,Quincy,IL,USA,47069,4426780.0
4668,2019,Taquan Roberson,DUAL,DePaul Catholic,274.0,0.9045,4,Penn State,HighSchool,72.0,185.0,Wayne,NJ,USA,47070,
4669,2019,Ta'Quan Roberson,DUAL,DePaul Catholic,274.0,0.9045,4,Penn State,HighSchool,72.0,185.0,Wayne,NJ,USA,67959,4427313.0
4670,2019,John Metchie,WR,The Peddie School,275.0,0.9043,4,Alabama,HighSchool,72.0,195.0,Hightstown,NJ,USA,47071,4567096.0
4671,2019,Marvin Grant,S,Martin Luther King,276.0,0.9041,4,Purdue,HighSchool,74.0,200.0,Detroit,MI,USA,47072,4427316.0
4672,2019,Michael Tarquin,OT,North Marion,277.0,0.9041,4,Florida,HighSchool,78.0,290.0,Citra,FL,USA,47073,4567412.0
4673,2019,Tony Davis,CB,Trinity Catholic,278.0,0.9036,4,,HighSchool,70.0,165.0,Saint Louis,MO,USA,50869,
4674,2019,Tony Davis,CB,Hunter Huss,278.0,0.9036,4,Duke,HighSchool,73.5,186.0,Gastonia,NC,USA,47074,4429500.0
4675,2019,Lance LeGendre,DUAL,Warren Easton,279.0,0.9036,4,Maryland,HighSchool,74.0,205.0,New Orleans,LA,USA,47075,4426454.0
4676,2019,J.R. Walker,ATH,Clayton,280.0,0.9033,4,Virginia Tech,HighSchool,73.0,205.0,Clayton,NC,USA,47076,4428774.0
4677,2019,Daimarqua Foster,RB,Hirschi,281.0,0.9033,4,TCU,HighSchool,70.0,195.0,Wichita Falls,TX,USA,47077,4427217.0
4678,2019,Eugene Asante,OLB,Westfield,282.0,0.9031,4,North Carolina,HighSchool,73.0,212.0,Chantilly,VA,USA,47078,4427532.0
4679,2019,Ryan Jacoby,OT,Mentor,283.0,0.9031,4,Ohio State,HighSchool,77.0,270.0,Mentor,OH,USA,47079,4426455.0
4680,2019,Osita Smith,S,Wilde Lake,284.0,0.903,4,West Virginia,HighSchool,74.0,205.0,Columbia,MD,USA,47080,
4681,2019,D'Von Ellies,DT,McDonogh School,285.0,0.9027,4,Penn State,HighSchool,74.0,280.0,Owings Mills,MD,USA,47081,
4682,2019,Shammond Cooper,ILB,Trinity Catholic,286.0,0.9027,4,Illinois,HighSchool,74.0,195.0,Saint Louis,MO,USA,47082,4426415.0
4683,2019,Saleem Wormley,OG,Smyrna,287.0,0.9027,4,Penn State,HighSchool,75.0,318.0,Smyrna,DE,USA,47083,
4684,2019,Jalani Williams,S,Parkway North,288.0,0.9026,4,Missouri,HighSchool,74.0,170.0,Saint Louis,MO,USA,47084,4427474.0
4685,2019,Myron Warren,SDE,Many,289.0,0.9025,4,Texas,HighSchool,75.0,240.0,Many,LA,USA,47085,4428786.0
4686,2019,Tanner Bowles,OG,Glasgow,290.0,0.9025,4,Alabama,HighSchool,77.0,280.0,Glasgow,KY,USA,47086,4567125.0
4687,2019,Marcus Major,RB,Millwood,291.0,0.9024,4,Oklahoma,HighSchool,72.0,200.0,Oklahoma City,OK,USA,47087,4426484.0
4688,2019,Casey Kline,ATH,Brawley,292.0,0.9023,4,Boise State,HighSchool,76.0,210.0,Brawley,CA,USA,47088,4426503.0
4689,2019,Joey Yellen,PRO,Mission Viejo,293.0,0.9023,4,Arizona State,HighSchool,74.5,211.0,Mission Viejo,CA,USA,47089,4426360.0
4690,2019,Jason Blissett,DT,Poly Prep,294.0,0.9018,4,Miami,HighSchool,75.5,271.0,Brooklyn,NY,USA,47090,4428982.0
4691,2019,KJ Wallace,CB,Lovett School,295.0,0.9017,4,Notre Dame,HighSchool,70.0,187.0,Atlanta,GA,USA,47091,4426464.0
